Bedriftsnavn;Adresse;Postnummer;Poststed;Godkjenninger;Organisasjonsnummer
VANG AUTO AS;Vindholveien 1;2324;Vang Hedm.;"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN01, KONTROLLORGAN02, KONTROLLORGAN03";993763454
Skogfoss Bilverksted AS;Cecilie Thoresens vei 9;1153;OSLO;"BILVERKSTED01, KONTROLLORGAN01";997665678
Røros Bilskade AS;Stamphusveien 13;7374;RØROS;BILSKADE;990726795
Tesla Motors Norway AS avd Grorud;Bekkenstenveien 15;0976;OSLO;BILVERKSTED01;914192994
Engebakken Transport A/S;Stensrudveien 10;2335;Stange;PABYGGER;951484148
Bergen MC center as;Nygårdsgaten 94;5008;BERGEN;MOTORSYKKELOGMOPED;929355199
TESLA MOTORS NORWAY AS AVD BERGEN 2 - KOKSTAD;Kokstaddalen 18;5257;KOKSTAD;BILVERKSTED01;917303444
Waagbø Mc Rekvisita;Semsvegen 72;3676;NOTODDEN;MOTORSYKKELOGMOPED;879896312
Jevnaker Bil og Karosseri AS;Sigurd Dahls veg 1;3520;JEVNAKER;"BILVERKSTED01, KONTROLLORGAN01";992448016
Absolutt Bilverksted AS;Møllendalsveien 1;5009;BERGEN;"BILVERKSTED01, KONTROLLORGAN01";999574106
Vågsbygd Bensin & Service AS;Vågsbygd Ringv. 90;4621;Kristiansand;"BILVERKSTED01, KONTROLLORGAN01";943586713
Gruben Dekkservice;LYNGSETHVEIEN 3;8610;MO I RANA;HJUL;996870898
KA Bilpartner AS;Langgata 19;4515;MANDAL;"BILVERKSTED01, KONTROLLORGAN01";966299800
DOKKA MB-DELER KJELL SIRIRUD;Dokken 12 A;2870;DOKKA;BILVERKSTED01;961640474
MELDAL VG. SKOLE; Løkkenveien 117;7332;LØKKEN VERK;BILVERKSTED01;817920632
Møller Logistikk Bekkelaget avd Klargjøring;Bekkelagskaia Skur 91  ;0193;OSLO;BILVERKSTED01B;943733988
PRØVEN BIL OPPDAL AS;Vikavn. 2;7340;OPPDAL;"BILVERKSTED01, KONTROLLORGAN01, BILVERKSTED01B, KONTROLLORGAN01B";943312214
VOGN-SERVICE A/S;Sarpsborgveien 417;1658;TORP;"BILVERKSTED03, KONTROLLORGAN03";821523842
Brunos Bilverksted AS;Strandveien 44;7042;TRONDHEIM;"BILVERKSTED01, KONTROLLORGAN01";998806747
HEMNES SLIPEVERKSTED AS;HEMNESVEGEN;8640;HEMNESBERGET;HJUL;812843982
Tåsen Bilverksted AS;Maridalsveien 300;0872;OSLO;"BILVERKSTED01B, KONTROLLORGAN01B";986596186
Stjørdal Dekk og Transportutstyr AS;SUTTERØYGATA 14;7502;STJØRDAL;HJUL;985541329
Klepp Auto Bilverksted AS;Kjøpmannsbrotet 9;4352;Kleppe;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";966128186
"RYDS BILGLASS AS, avd. Larvik";Elveveien 130;3271;LARVIK;BILGLASS;913387783
"CARGLASS AS, avd. Moss";Årvollskogen 40;1529;MOSS;BILGLASS;985758220
"HURTIGRUTA CARGLASS AS , avd. Bryne";Morenefaret 1;4340;BRYNE;BILGLASS;985758220
AS Autoservice;Kusslid;6800;FØRDE;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN04, KONTROLLORGAN01";918089861
Bilsenteret Stavanger AS;Hillevågsveien 103;4016;STAVANGER;"BILVERKSTED01, BILSKADE, KONTROLLORGAN01";967819085
Auto 10 AS;Stongsvingen 83;4270;ÅKREHAMN;"BILVERKSTED01B, KONTROLLORGAN01B";991100245
"BERTEL O. STEEN Agder AS, Avd. Kristiansand";SVANEDAMSVN. 6-8;4621;KRISTIANSAND S;"BILVERKSTED01, KONTROLLORGAN01";913206150
Amund Tanggård;Hummerbakken;3294;STAVERN;"BILVERKSTED01, KONTROLLORGAN01";992565705
BJØRN MOENS BILVERKSTED;Rafnesveien 10;3965;HERRE;"BILVERKSTED01, KONTROLLORGAN01";970157824
HEGRA BENSINSTASJON AS;;7520;HEGRA;"LYSUTSTYR, HJUL";936225861
HOLE BILVERKSTED;Frøysugata 120;3530;RØYSE;BILVERKSTED01;979175108
Bil & Maskinservice Nøtterøy AS;Kirkeveien 390;3143;Kjøpmanskjær;"BILVERKSTED01B, KONTROLLORGAN01B";887061602
Helges Bil AS;Dahlemoen 25;2670;Otta;"FARTSSKRIVER, BILVERKSTEDALLE, PABYGGER, KONTROLLORGAN04";859965962
AUTOCENTERET AS;Industrigt. 20;2605;LILLEHAMMER;"KONTROLLORGAN01, BILVERKSTED01";974525143
SEM MEKANISKE AS;Kåfjordveien 653;9518;ALTA;HJUL;916164610
Malm Bil AS;Industrivegen 1;7790;MALM;"BILVERKSTED01B, KONTROLLORGAN01B";999644511
HÆHRE MEKANISKE VERKSTED AS;TANGEN;3370;VIKERSUND;HJUL;934176472
SUNNDAL BILSKADE AS;Hoelsand;6600;Sunndalsøra;BILSKADE;980362957
Odda Bilsenter A/S;Eitrheim;5750;ODDA;"BILVERKSTED01B, KONTROLLORGAN01B";950405619
Zigo MC  AS;Klubbholmen 3;9409;HARSTAD;MOTORSYKKELOGMOPED;939603808
Valdres Auto AS;Bygdinvegen 29;2900;FAGERNES;"BILVERKSTED01B, KONTROLLORGAN01";979434421
WANG KAROSSERI OG ANTIRUST AS;ØSTRE TOTENVEG 3;2816;GJØVIK;BILSKADE;999643299
SLETTA HANDEL AS;HELLANDSVEGEN 521;5939;SLETTA;HJUL;960412192
Buskerud Bilservice AS;Strandveien 29;3050;MJØNDALEN;BILVERKSTED01;913156234
Westrum Karosseri  AS;Gjerluvegen 84;2320;FURNES;BILSKADE;995500892
Tores Auto Ågotnes AS;Kvednatunvegen 3;5347;ÅGOTNES;"BILVERKSTED01, KONTROLLORGAN01";899515692
BÆRUM AUTO TEKNIKK AS;PROFESSOR KOHTS VEI 83;1368;STABEKK;"KONTROLLORGAN01, BILVERKSTED01";919417498
Kvam Auto AS;Haugamyrvegen 12;5600;Norheimsund;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN01, KONTROLLORGAN02, KONTROLLORGAN03";987637366
Mobile Jarlsberg AS;Travveien 4;3170;Tønsberg;"BILVERKSTED01, KONTROLLORGAN01";861635392
SLÅTTA BIL  AS;ØRVELLAVEGEN 2;3692;SAULAND;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04";916991592
Subaru Voss AS;Strandavegen 19;5700;VOSS;"BILVERKSTED01, KONTROLLORGAN01";835188582
Suldal Billag Service AS;Suldalsveien 84;4237;Suldalsosen;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04";986147365
Østfold Traktor AS;Mysenveien 23;1891;RAKKESTAD;TRAKTOR;984649037
SAGMOS ELEKTRO ;Gullvikvegen 15;7802;NAMSOS;BILVERKSTED01B;970234012
KROKEN CARAVAN DETALJ AS avd. Høisveen;Strandvegen 14;2380;BRUMUNDDAL;HENGERESPALOPSBREMSEANLEGG;997615603
Egenes Brannteknikk AS;Nulandsvika 3;4400;FLEKKEFJORD;PABYGGER;966861320
Varanger Auto AS;Sørvarangerveien 2A ;9811;VADSØ;BILSKADE;965445439
Trucknor Firda AS;Storehagen 4;6800;FØRDE;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN03, KONTROLLORGAN04";998090725
"Funnemark AS, avd  Porsgrunn.";Slottsbrugate  5;3915;PORSGRUNN;"BILVERKSTED01, BILSKADE, KONTROLLORGAN01";911876493
Servicesenteret Finnsnes AS;Storgata 49;9300;FINNSNES;"BILVERKSTED01, KONTROLLORGAN01";989617834
Sykkylven Bil  AS;kyrkjevegen 159;6230;SYKKYLVEN;"BILVERKSTED01, KONTROLLORGAN01";992112646
HOLBERGS AUTO AS;Kvamsvegen 791;7724;Steinkjer;"BILVERKSTED01, KONTROLLORGAN01";961747503
BILBYEN SKADESENTER FINNSNES AS;BOTNHÅGVEIEN 31;9308;FINNSNES;BILSKADE;919638877
RUDSKOGEN BILLAKKERING JAN-E HOLØS;SKANTEBYGDAVEIEN 16;1894;RAKKESTAD;BILSKADE;970428488
Maskin & Auto Service AS;Torneroseveien 9;4315;SANDNES;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, PABYGGER, KONTROLLORGAN04";947820370
MIDTUN DEKK AS;SANDBREKKEVEGEN 100;5225;NESTTUN;HJUL;916657315
Voss Kommune;Brynavollen 6;5700;VOSS;"BILVERKSTED01, KONTROLLORGAN01";960510542
Autoteknikk;Landfalløya 1;3023;DRAMMEN;"BILVERKSTED01B, KONTROLLORGAN01";917383855
BIL OG BÅTSERVICE VALLERSUND;Vallersundveien 284;7167;VALLERSUND;"KONTROLLORGAN01B, BILVERKSTED01B";984596618
NORDLI TOTAKTSERVICE AS;Ågårdsveien 190;7882;NORDLI;"MOTORSYKKELOGMOPED, HJUL";998621801
LEVANGER BILELEKTRO AS;HELGA DE FAGRES GATE 12;7600;Levanger;"BILVERKSTED01B, BILELEKTRODRIVSTOFFANLEGG, KONTROLLORGAN01B";993498661
Oslo Bremseservice AS;Konghellegata 3;0569;OSLO;"BILVERKSTED01, KONTROLLORGAN01";926753045
STORDAL AUTOSENTER A.S.;Torvlia 3;1739;Borgenhaugen;"BILVERKSTED01B, KONTROLLORGAN01B";962383882
Drøbak Bilskade AS;Holterkollenveien 2;1440;DRØBAK;BILSKADE;997472020
Tide Verksted AS avd Mannsverk;Natlandsveien 89;5094;BERGEN;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04";985538220
KM AUTO AS;TILLER-RINGEN 145;7092;TILLER;BILVERKSTED01;915003028
Erik Arnesen Bryn AS;Nils Hansens vei 7 B;0667;OSLO;"BILVERKSTED01, KONTROLLORGAN01";976547551
RSA Bil Arendal;Kystveien 244;4841;ARENDAL;"BILVERKSTED01B, KONTROLLORGAN01B";915518389
Snertingdal Bil og Bilpleie AS;Snertingdalvegen 1748;2838;SNERTINGDAL;"BILVERKSTED01, KONTROLLORGAN01";912470334
HALLINGDAL DEKKSENTER AS;Emoen 5;3550;GOL;"HJUL, HENGERESPALOPSBREMSEANLEGG";917690626
Telemark Traktor & Maskin AS;Lundevegen 31;3800;BØ I TELEMARK;TRAKTOR;985466394
Haugerud og Foss Bil AS;Aurveien 100;1930;AURSKOG;"BILVERKSTED01, KONTROLLORGAN01";913252098
UNIBIL VERKSTED AS;HILLEVÅGSVEIEN 91;4016;STAVANGER;"KONTROLLORGAN01, BILVERKSTED01";919527161
Bilskadesenteret AS;Kirkeveien 16;9513;Alta;BILSKADE;985091013
Bilskaden Hadeland AS;Sørvangsbakken 27;2770;JAREN;"BILVERKSTED01B, BILSKADE";965893962
Norsk Scania AS avd. Lyngdal;Kvåvikveien 14;4580;Lyngdal;"FARTSSKRIVER, KONTROLLORGAN03, BILVERKSTEDALLE";879263662
Stabekk Servicenter AS;Gamle Drammensvei 39;1369;STABEKK;"BILVERKSTED01, KONTROLLORGAN01";961751349
 Borgersen Transport AS;Rygggata 2;3050;MJØNDALEN;BILVERKSTED01;995193051
Snap Drive AS avd. Sandvika;Sandviksveien 163;1337;Sandvika;"BILVERKSTED01, KONTROLLORGAN01";971585188
MOAN AUTO OG KJØLESERVICE A/S;;9311;BRØSTADBOTN;HJUL;947552910
PIT STOP AUTOSHOP ;VERKSEIER FURULUNDSVEI 43;0668;OSLO;BILVERKSTED01;994423673
AS DIESEL-ELEKTRO;HALBRENDSLIA 24;6803;FØRDE;"BILVERKSTED01, HJULUTRUSTNING, KONTROLLORGAN01";961800242
CARGLASS AS;Skrubbmoen 12;3619;SKOLLENBORG;BILGLASS;985758220
NH BILVERKSTED AS;ØRAN ØST;6300;ÅNDALSNES;"BILVERKSTED01B, KONTROLLORGAN01B";921882610
BIL OG BOBIL ØSTERHUS AS;INDUSTRIVEIEN 25;4879;GRIMSTAD;"BILVERKSTED01B, KONTROLLORGAN01B";919510315
VEST AUTO AS;Rådhusveien 43;6770;NORDFJORDEID;"BILVERKSTED01B, KONTROLLORGAN01B";979747276
DEKKMEGLER 1 STAVANGER AS;Hillevågsv.  97;4016;STAVANGER;HJUL;990949077
TRIO MOTOR & MC TEKNIKK AS;LIERSTRANDA 55;3414;LIERSTRANDA;MOTORSYKKELOGMOPED;983179525
MYTHE BIL OG CARAVAN AS;Enden 3;3550;GOL;"KONTROLLORGAN01, BILVERKSTED01";913939123
RØYRVIK SCOOTER OG MASKIN AS;STADIONVEIEN 4;7898;LIMINGEN;HJUL;917022496
Gabriel Østråt AS;Bedriftsvn 11 ;4313;SANDNES;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";937817983
Sveio Auto AS;Leitevegen 14;5550;SVEIO;"BILSKADE, KONTROLLORGAN01, BILVERKSTED01";920606229
RBL - Rindal bil og landbrukssenter AS;Sunna;6657;Rindal;TRAKTOR;889615672
"FORSVARET, FLO Verksted Værnes";"Værnes Garnison, Bygg 188";7502;STJØRDAL;BILVERKSTED01B;986105174
KJETIL'S AUTO AS;Langmyra 5;3185;SKOPPUM;"KONTROLLORGAN01, BILVERKSTED01";916643454
SELJORD BIL A/S;Århusmoen 1;3840;Seljord;"BILVERKSTED01, KONTROLLORGAN01";963504446
GILDESKÅL VEKST AS;VANNSLETTA;8140;INNDYR;BILVERKSTED01;988574007
Maskinsenteret AS;Hagalandet;6851;SOGNDAL;TRAKTOR;933767582
"A-K Maskiner AS, avd Stjørdal";Industrivegen 2;7502;STJØRDAL;TRAKTOR;946468037
Horten Bilglass AS avd. Holmestrand;Ringveien 8c;3084;HOLMESTRAND;BILGLASS;994853147
MOSS DEKKSERVICE AS;RABEKKGATA 3;1523;MOSS;HJUL;913332628
Dale Bil A.S;Nordalen;5722;DALEKVAM;"BILVERKSTED01, KONTROLLORGAN01";953915987
DekkTeam AS Avd. Kongsvinger;Sidevegen 9 A;2211;KONGSVINGER;HJUL;980341151
RAKKESTAD BENSINSTASJONSDRIFT AS;HALDENVEIEN 1;1890;RAKKESTAD;BILGLASS;995855984
Kopervik Bensin og Storkiosk AS;Avaldsnesvegen 72;4250;Kopervik;BILVERKSTED01;860203782
NORGESDEKK AS avd. Kristiansand;Buråsen 17;4614;KRISTIANSAND S;HJUL;989176226
Hurtigruta Carglass Sandefjord avd. Kilen;Kilgata 12;3217;SANDEFJORD;BILGLASS;921758944
VARVIKS BILSERVICE AS;Apaja 10;9143;SKIBOTN;HJUL;997371313
SALTEN DEKKSENTER AS;MUNARVOLLVEIEN 1;8030;BODØ;HJUL;992930381
DEKK OG DELER SOTRA AS;TROLLHAUGMYRA 10;5353;STRAUME;HJUL;996430022
Norsk Kjøretøykontroll AS;Ulefossvn. 20;3730;SKIEN;KONTROLLORGAN01;984129033
ULLESTAD OLJE OG DEKKSERVICE AS;ÅRDALSTUNET;4137;ÅRDAL I RYFYLKE;"HJUL, BILGLASS";911993430
SKI SKADE OG LAKK AS;KRÅKSTADVEIEN 90;1400;SKI;BILSKADE;912392783
Stordspeedshop AS;Vabakjen 10 ;5411;STORD;"MOTORSYKKELOGMOPED, KONTROLLORGAN01, BILVERKSTED01, BILVERKSTED01B, KONTROLLORGAN01B";912389073
Toyota Oslo A/S avd Oppsal;Østmarkveien 25;0687;OSLO;"BILVERKSTED01, KONTROLLORGAN01";950273038
STIANS BILGLASS AS;HØNENGATA 65;3515;HØNEFOSS;BILGLASS;915607322
Slatlem Molde AS;Hendenvegen 5;6423;MOLDE;"BILVERKSTED01, KONTROLLORGAN01";917339791
RS Motor & Marine;Fiskerstrandvegen 125;6030;LANGEVÅG;MOTORSYKKELOGMOPED;990003475
Martiniussens Bilservice AS;Jonsten Næringspark i Råde;1640;RÅDE;"FARTSSKRIVER, PABYGGER";984616740
DWI EIENDOM AS;DROTTEVEIEN 1;1870;ØRJE;HJUL;913166981
Vågsbygd Bilverksted AS;BRÅVANNSLØKKA 1;4624;KRISTIANSAND S;"BILVERKSTED01, KONTROLLORGAN01";991677429
Ydersbil v/Erik Ydersbond;Ydersbotn;1970;HEMNES;"BILVERKSTED01, KONTROLLORGAN01";969255588
FANA BILSKADESENTER AS;KOKSTADDALEN 28;5257;KOKSTAD;BILSKADE;993840866
Vesterålen Bil AS;Vesterålsgata 41;8400;SORTLAND;"BILVERKSTED01B, KONTROLLORGAN01B";976550285
N. Jacobsens Karosserifabrikk A/S;Kjennveien 157;1470;LØRENSKOG;PABYGGER;986078665
"SKIEN KOMMUNE BYUTVIKLING, DRIFT OG KULTUR";Rødmyrlia 40   3735 Skien;3716;SKIEN;"KONTROLLORGAN04, BILVERKSTEDALLE";974640686
Melbu Autosenter  AS;Gulstad;8445;Melbu;"BILVERKSTED01B, KONTROLLORGAN01";986894535
M.R AUTOHAWK AS;KAKKELOVNSKROKEN 2;0954;OSLO;HJUL;920319297
Sundmoen Autoverksted A/S;Industrivegen 20;2270;Flisa;"BILVERKSTED01, KONTROLLORGAN01";984772165
DEKKTEAM AS avd Eidsvoll;Industriveien 44;2072;DAL;HJUL;913774914
Austevoll Auto AS;Vik;5396;Vestre Vinnesvåg;"BILVERKSTEDALLE, BILVERKSTED01B, KONTROLLORGAN03, KONTROLLORGAN02, KONTROLLORGAN01B";983984266
Voll Motor;Tveitvegen 78;5574;SKJOLD;"BILVERKSTED01, KONTROLLORGAN01";991724559
Star Autoco AS;Båtsfjordveien 2;9600;HAMMERFEST;"BILVERKSTED01, KONTROLLORGAN01, BILVERKSTED01B, KONTROLLORGAN01B";925905526
CARGLASS AS;SNARØYVEIEN 46;1360;FORNEBU;BILGLASS;985758220
B.O.Steen Buskerud AS;Vestre Linnesvei 8;3401;LIER;"FARTSSKRIVER, BILVERKSTED01, BILVERKSTED03, TRAKTOR, KONTROLLORGAN04";948017539
NORDSALTEN DEKK;HAUKÅS;8290;SKUTVIK;HJUL;972016845
Odal Bil Kongsvinger AS;Industrivegen 57;2212;KONGSVINGER;"BILVERKSTED01B, KONTROLLORGAN01B";999254217
Motorsenteret Heidal AS;Ysterivegen 5;2676;HEIDAL;"BILVERKSTED01, KONTROLLORGAN01";999301061
Norsk Scania AS avd. Kløfta;Prestmoen ;2040;KLØFTA;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN03";879263662
FITJAR SMÅBÅT- OG FRITIDSSERVICE AS;Vardavegen 9;5419;FITJAR;"LYSUTSTYR, HENGERESPALOPSBREMSEANLEGG";991791906
ESPEN & EDDIES BILVERKSTED AS;RABEKKGATA 4;1523;MOSS;BILVERKSTED01;915007244
RøhneSelmer AS avd. Lillestrøm ;Hurdalsgata 23 ;2000;LILLESTRØM;"BILVERKSTED01B, KONTROLLORGAN01B";933823970
Sjøholt Bilskade A/S;Walgermo;6240;Ørskog;BILSKADE;982008883
ÅNDALSNES BILVERKSTED AS;Øran Vest;6300;ÅNDALSNES;"BILVERKSTED01B, KONTROLLORGAN01B";943559775
Autoskade Elverum AS;Svartbekkvegen 66;2406;ELVERUM;BILSKADE;982735866
Dalane Bil A/S;Fossveien 2;4370;EGERSUND;"BILVERKSTED01, KONTROLLORGAN01";939187677
RIIS MONTASJE AS avd. Sandvika Storsenter;Brodtkorbsgate 7;1338;SANDVIKA;BILGLASS;921979436
Bilskadesenteret Tromsø AS;Stakkevollvegen 323;9019;TROMSØ;BILSKADE;996514528
Kongsberg Bilservice DA;Skrubbmoen 12;3619;SKOLLENBORG;"BILVERKSTED01, KONTROLLORGAN01";994282786
Simarud Electronic  AS;Regnbueveien 8;1405;Langhus;PABYGGER;926051229
BOBIL TRONDHEIM AS;INDUSTRIVEIEN 39A;7080;HEIMDAL;"BILVERKSTED01B, KONTROLLORGAN01B";917921024
Bilbruket AS;Istadmyrane 3;5709;VOSS;"BILVERKSTED01B, KONTROLLORGAN01";915637078
LØHRE AS;Fossaavegen 10;7900;Rørvik;"BILVERKSTED01, KONTROLLORGAN01, HJUL";935555361
Bertel O. Steen BilVenture A/S;Solheimveien 7;1471;LØRENSKOG;"BILVERKSTED01, KONTROLLORGAN01";987211652
VT DEKK OG BILGLASS AS;SANDVIKSVEIEN 233;1341;SLEPENDEN;BILGLASS;967659940
FRONTRUTA BILGLASS AS;Industriveien 2;9300;FINNSNES;BILGLASS;985264708
Kodal Bil;Svartsrødvn.1;3243;KODAL;BILVERKSTED01;982304865
Haugaland MC;Industrigaten 10;5504;HAUGESUND;MOTORSYKKELOGMOPED;912459659
Team Verksted Råde;Langøyveien 3;1640;RÅDE;"FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04";946930342
JP BILVERKSTED AS;BJØRKLUND 2;7353;BØRSA;"BILVERKSTED01, KONTROLLORGAN01";917725152
Bjarkøy Bil & Mek;Nergårdshamn;9426;Bjarkøy;"BILVERKSTED01, KONTROLLORGAN01";970424512
Mostad Bil AS;Gjerstadveien 143;4993;SUNDEBRU;"BILVERKSTED01, KONTROLLORGAN01";920202160
Haugaland Hage & Motor/Låsfag as;Bøvågen 40;4262;AVALDSNES;HENGERESPALOPSBREMSEANLEGG;915656188
FAGERNES VERKSTEDSENTER AS;SPIKARMOEN 13;2900;FAGERNES;"KONTROLLORGAN04, BILVERKSTEDALLE, FARTSSKRIVER";920127347
Lakkspesialisten AS;Kalplassen;2920;LEIRA;BILSKADE;979573146
Sande Motorsenter as.;Revåveien 13;3070;SANDE I VESTFOLD;"KONTROLLORGAN01B, BILVERKSTED01";982374111
HAMAR BILVERKSTED AS;KAPPVEGEN 31;2322;RIDABU;"KONTROLLORGAN01, BILVERKSTED01";918738363
SARPSBORG AUTOSERVICE AS;LUDVIG ENGES VEI 21;1722;SARPSBORG;"BILSKADE, KONTROLLORGAN01B, BILVERKSTED01B";815763262
Bilverkstedet Prepple;Lørenfaret 1 B;0580;OSLO;BILVERKSTED01;981827015
"Autosenteret AS,";Raglamyrveien 22;5536;Haugesund.;"BILVERKSTED01B, KONTROLLORGAN01B";918078290
Viken Bil & Mek Verksted;Bukkvollan;7372;GLÅMOS;BILVERKSTED01;982210585
"Møller Bil Hedmark AS, avd. Hamar ";Gjerluvegen 1A;2320;Furnes;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";976951336
MAURA BENSIN & SERVICE AS;Mauravegen 67;2032;MAURA;HJUL;992840870
Biltrend Harstad AS;Stangnesterminalen 2C;9409;HARSTAD;"BILVERKSTED01, KONTROLLORGAN01";888064842
KJELLSEN BIL OG TRAKTOR A/S;Rokkeveien 283;1746;Skjeberg;BILVERKSTED01;989788698
Tesla Motors Norge AS;Co Lunds gate 56;3043;DRAMMEN;BILVERKSTED01;997433173
WOLD AUTOSERVICE ANS;VOLDGATA 4;1640;RÅDE;BILVERKSTEDALLE;986309934
Bujordet Mekk;Løvjomås 170;4820;FROLAND;"BILVERKSTED01, KONTROLLORGAN01";880266942
Hardanger Bil A/S;Sjusetevegen 4;5610;ØYSTESE;"BILVERKSTED01, KONTROLLORGAN01";947926349
GUNLEIV SLEMMELID;SKRIVARVEGEN 1;3810;GVARV;HJUL;980686981
Frydenbø Bilsenter AS avd. Loddefjord;Nedbergeveien 13;5178;LODDEFJORD;"BILVERKSTED01, KONTROLLORGAN01";967149098
Haugland Automobil AS;NÆRINGSPARKEN HAUGE;5281;VALESTRANDSFOSSEN;"BILVERKSTED01, KONTROLLORGAN01, BILSKADE";911695170
Kents Bilservice AS;Erikstadveien 75;8200;FAUSKE;"BILVERKSTED01B, KONTROLLORGAN01";997124529
ALNA BILSERVICE AS;STRØMSVEIEN 230;0668;OSLO;"BILVERKSTED01, KONTROLLORGAN01";920874657
Kverneland Bil Oslo AS;Strømsveien 266;0668;OSLO;"BILVERKSTED01, KONTROLLORGAN01";977047684
NES-BIL AS;Grefsheimvegen 2;2350;NES PÅ HEDMARKEN;"BILVERKSTED01B, KONTROLLORGAN01B";918925635
BÆRUM BILSERVICE OG BILLAKKERING AS;RUDSSLETTA 26;1351;RUD;"KONTROLLORGAN01, BILVERKSTED01";919722010
Årskog Auto-trans;Lote;6778;LOTE;"BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, TRAKTOR";952685848
Automegler1 Service AS;Lønningsveien 39;5258;BLOMSTERDALEN;"BILVERKSTED01, KONTROLLORGAN01";997627393
Toyota Romerike AS avd. Eidsvoll;Vognvegen 27;2072;DAL;"BILVERKSTED01, BILSKADE, KONTROLLORGAN01";922754136
RUTE 66 AS;Konowsgate 67B;0196;OSLO;BILGLASS;913782801
MYRLAND   AUTO;Europaveien 447;3960;STATHELLE;"BILVERKSTED01, KONTROLLORGAN01";917439702
VETÅS SERVICE AS;MANGERSNESVEGEN 49;5936;MANGER;HENGERESPALOPSBREMSEANLEGG;978675344
Terje Olsen Bil AS;Storgt. 35;2830;RAUFOSS;BILSKADE;961066123
BIL OG MASKIN AS;AUSTERTANAVEIEN 4331;9845;TANA;HJUL;956571928
SAINT-GOBAIN AUTOVER NORGE AS avd. Oslo Abildsø;ENEBAKKVEIEN 305;1188;OSLO;BILGLASS;918276785
Bil i Nord Lofoten AS;Vorsetøyveien 25;8300;SVOLVÆR;"BILVERKSTED01, KONTROLLORGAN01";887102562
ERIK BERG MASKIN;Hektnerveien 2;2008;FJERDINGBY;HJUL;995528355
STRØKEN BIL AS;VESTRE SVANHOLMEN 11;4313;SANDNES;BILGLASS;915577288
PS Servicesenter AS Avd BG;Midtstranda;2307;HAMAR;BILVERKSTED01;985072000
Gangnes Bil og Deler AS;Mørkfossveien 157;1860;TRØGSTAD;"BILVERKSTED01B, KONTROLLORGAN01B";913811151
RYDS BILGLASS KRISTIANSAND;INDUSTRIGATA 12;4632;KRISTIANSAND S;BILGLASS;913387783
AUTOLAKK AS;ÅRVOLDSKOGEN 41;1529;MOSS;BILSKADE;979715420
VESTFOLD MASKIN AS avd. Skien;Bjørndalsjordet 1;3919;PORSGRUNN;TRAKTOR;984736878
ROAN BILVERKSTED AS; Roansveien 6;7180;ROAN;"BILVERKSTED01, KONTROLLORGAN01";977302323
Møller Bil Ålesund;Brusdalsveien 201;6011;ÅLESUND;"BILVERKSTED01B, KONTROLLORGAN01B";921494866
RYDS BILGLASS AS;INGVALD LUDVIKSEN GT. 20;3007;DRAMMEN;BILGLASS;913387783
NOVABIL ;Hovebakken 27;4306;SANDNES;"BILVERKSTED01, BILSKADE";991790543
AUTOMEK A/S ;Strandvegen 10;6200;STRANDA;"BILVERKSTED01, KONTROLLORGAN01";879583772
HORNE BIL;HORNEVEIEN;3300;HOKKSUND;BILSKADE;971030453
FURNES MARINA AS;Roald;6040;VIGRA;HJUL;897815702
Bilforum Follo AS;Nygårdskrysset ;1400;SKI;"BILVERKSTED01, KONTROLLORGAN01";928665879
Fana Karosseri as;Kokstadveien 31 D;5257;NESTTUN;BILSKADE;980383393
WINTHERS AUTO SERVICE;Magnus Lagabøters veg 4;7047;TRONDHEIM;"BILVERKSTED01, KONTROLLORGAN01";871234582
S. Holand Bilverksted AS;Kampen 19;9440;EVENSKJER;"BILVERKSTED01B, KONTROLLORGAN01B";928260127
GT Lakk & Karosseri AS;Radøyvegen 2805;5937;BØVÅGEN;BILSKADE;981226062
Gunnar og Inges Bilservice as;Verksvegen 1;7725;Steinkjer;"BILVERKSTED01, KONTROLLORGAN01, BILVERKSTED01B, KONTROLLORGAN01B";987313706
BILHUSET MIDTBYN   AS;Kjøpmannsgt. 41;7011;TRONDHEIM;"BILVERKSTED01, KONTROLLORGAN01";880501712
BKW AS;ENGE;6687;VALSØYFJORD;HJUL;990948070
Haugsvær Auto as;Sognevegen 2222;5983;Hogsvær;"BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B";959489513
